"Geographic Address","CO Address","LCC Address","Transponder Address","Device Address","Date","Time","Number of Lanes","Flow(Category 1)","Flow(Category 2)","Flow(Category 3)","Flow(Category 4)","Speed(Lane 1)","Speed(Lane 2)","Speed(Lane 3)","Speed(Lane 4)","Speed(Lane 5)","Speed(Lane 6)","Speed(Lane 7)","Flow(Lane 1)","Flow(Lane 2)","Flow(Lane 3)","Flow(Lane 4)","Flow(Lane 5)","Flow(Lane 6)","Flow(Lane 7)","Occupancy(Lane 1)","Occupancy(Lane 2)","Occupancy(Lane 3)","Occupancy(Lane 4)","Occupancy(Lane 5)","Occupancy(Lane 6)","Occupancy(Lane 7)","Headway(Lane 1)","Headway(Lane 2)","Headway(Lane 3)","Headway(Lane 4)","Headway(Lane 5)","Headway(Lane 6)","Headway(Lane 7)"
M1/4771B,012,7,116,322,14/02/17,00:42,3,2,1,0,2,95,117,0,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,139,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:43,3,2,0,0,0,88,121,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:44,3,0,0,0,3,86,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,119,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:45,3,2,0,1,1,90,120,0,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,202,163,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:46,3,1,0,1,0,100,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,249,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:47,3,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:48,3,0,1,0,1,101,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,197,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:49,3,1,0,0,4,88,105,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,156,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:50,3,0,0,1,1,84,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,112,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:51,3,2,0,0,0,104,116,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:52,3,1,0,0,2,103,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,182,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:53,3,0,0,0,1,84,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:54,3,2,1,1,1,103,93,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,167,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:55,3,4,0,0,2,102,127,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,93,228,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:56,3,3,0,1,1,109,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,151,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:57,3,2,0,0,1,100,131,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,150,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:58,3,1,0,0,0,117,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,00:59,3,2,0,0,2,96,119,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,144,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:00,3,2,0,0,2,89,135,0,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,143,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:01,3,3,0,0,1,102,103,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,139,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:02,3,3,0,0,2,100,121,162,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,163,-1,-1,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:03,3,0,0,1,5,89,89,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,6,0,0,-1,-1,-1,-1,138,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:04,3,1,0,1,1,86,105,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:05,3,4,1,1,1,106,109,0,-1,-1,-1,-1,6,1,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,96,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:06,3,2,0,0,1,109,111,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,160,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:07,3,1,1,0,1,107,129,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:08,3,2,0,0,1,99,137,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,211,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:09,3,1,0,0,0,96,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,252,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:10,3,1,0,1,0,83,103,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:11,3,0,0,0,2,95,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:12,3,0,0,2,1,98,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,211,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:13,3,1,0,0,0,0,156,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:14,3,0,0,0,1,96,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:15,3,0,0,0,1,96,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:16,3,3,0,0,2,92,121,0,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,222,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:17,3,1,0,0,0,116,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,239,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:18,3,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:19,3,2,0,0,3,103,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,141,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:20,3,0,0,1,2,90,92,0,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,241,136,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:21,3,0,1,0,1,102,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,213,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:22,3,2,0,0,5,96,147,0,-1,-1,-1,-1,6,1,0,-1,-1,-1,-1,6,0,0,-1,-1,-1,-1,123,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:23,3,0,1,0,1,102,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,233,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:24,3,0,0,0,1,99,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:25,3,1,2,1,1,101,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,144,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:26,3,1,0,0,0,123,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,234,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:27,3,2,0,0,3,89,116,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,164,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:28,3,0,0,2,3,99,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,103,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:29,3,2,0,0,1,86,107,0,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,131,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:30,3,1,0,1,2,90,125,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,177,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:31,3,1,1,0,4,86,110,0,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,133,173,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:32,3,1,0,0,2,92,135,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,214,80,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:33,3,1,0,0,3,93,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,95,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:34,3,1,0,2,4,87,0,153,-1,-1,-1,-1,6,0,1,-1,-1,-1,-1,6,0,0,-1,-1,-1,-1,124,0,-1,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:35,3,0,0,0,1,90,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,92,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:36,3,2,0,0,0,80,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:37,3,0,0,0,1,84,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:38,3,2,1,1,1,110,119,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,158,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:39,3,4,0,0,3,93,111,0,-1,-1,-1,-1,4,3,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,152,167,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:40,3,0,0,0,2,93,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,108,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:41,3,0,0,0,1,86,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:42,3,2,0,0,4,98,137,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,93,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:43,3,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:44,3,0,0,0,2,86,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:45,3,3,0,0,2,105,162,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,184,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:46,3,1,0,0,3,90,108,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,143,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:47,3,0,0,0,1,94,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:48,3,4,1,0,2,100,128,0,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,157,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:49,3,4,0,0,1,108,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,97,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:50,3,1,1,0,0,100,113,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,190,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:51,3,3,0,0,1,106,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,162,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:52,3,0,1,0,1,98,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,180,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:53,3,1,0,0,1,108,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,190,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:54,3,1,1,0,1,90,118,0,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,202,165,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:55,3,1,0,0,1,108,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,167,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:56,3,0,0,1,4,97,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,5,0,0,-1,-1,-1,-1,131,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:57,3,1,0,0,2,99,0,0,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,139,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:58,3,0,0,0,1,84,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,01:59,3,2,2,1,1,104,140,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,141,-1,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,02:00,3,0,0,0,1,85,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
M1/4771B,012,7,116,322,14/02/17,02:01,3,0,0,3,1,107,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,156,0,0,-1,-1,-1,-1
