ObservationTime,ReceiveTime,ESSPollingInterval,SampleInterval,BureauLatency,PresentWeatherWmo,PresentWeatherWmo Quality,AirTemp,AirTemp Quality,DewTemp,DewTemp Quality,RelativeHumidity,RelativeHumidity Quality,AverageWindSpeed,AverageWindSpeed Quality,WindDirection,WindDirection Quality,WindGustSpeed,WindGustSpeed Quality,WindGustDirection,WindGustDirection Quality,RainState,RainState Quality,Visibility,Visibility Quality,RainIntensity,RainIntensity Quality,TotalPrecipitation,TotalPrecipitation Quality,Pressure,Pressure Quality,SnowDepth,SnowDepth Quality,AtmosphericPressureAtSeaLevel,AtmosphericPressureAtSeaLevel Quality,PrecipitationTotalLastHour,PrecipitationTotalLastHour Quality,RainOnOff,RainOnOff Quality,SolarRadiation,SolarRadiation Quality,RoadSurfaceTemp1,RoadSurfaceTemp1 Quality,RoadSurfaceState1,RoadSurfaceState1 Quality,LevelOfGrip1,LevelOfGrip1 Quality,FreezeTemp1,FreezeTemp1 Quality,CloudState1,CloudState1 Quality,GroundTemp1,GroundTemp1 Quality,DepthTemp1,DepthTemp1 Quality,WaterThickness1,WaterThickness1 Quality,AlarmStatus1,AlarmStatus1 Quality,WaterLayer1,WaterLayer1 Quality,IceLayer1,IceLayer1 Quality,SnowLayer1,SnowLayer1 Quality,ChemicalAmount1,ChemicalAmount1 Quality,DeicingConcentration1,DeicingConcentration1 Quality,WetMinutes1,WetMinutes1 Quality,Conductivity1,Conductivity1 Quality,SurfaceSignal1,SurfaceSignal1 Quality,BlackIceFrequency1,BlackIceFrequency1 Quality,LiquidusFreezeingTemperature1,LiquidusFreezeingTemperature1 Quality,RoadSurfaceTemp2,RoadSurfaceTemp2 Quality,RoadSurfaceState2,RoadSurfaceState2 Quality,LevelOfGrip2,LevelOfGrip2 Quality,FreezeTemp2,FreezeTemp2 Quality,CloudState2,CloudState2 Quality,GroundTemp2,GroundTemp2 Quality,DepthTemp2,DepthTemp2 Quality,WaterThickness2,WaterThickness2 Quality,AlarmStatus2,AlarmStatus2 Quality,WaterLayer2,WaterLayer2 Quality,IceLayer2,IceLayer2 Quality,SnowLayer2,SnowLayer2 Quality,ChemicalAmount2,ChemicalAmount2 Quality,DeicingConcentration2,DeicingConcentration2 Quality,WetMinutes2,WetMinutes2 Quality,Conductivity2,Conductivity2 Quality,SurfaceSignal2,SurfaceSignal2 Quality,BlackIceFrequency2,BlackIceFrequency2 Quality,LiquidusFreezeingTemperature2,LiquidusFreezeingTemperature2 Quality,RoadSurfaceTemp3,RoadSurfaceTemp3 Quality,RoadSurfaceState3,RoadSurfaceState3 Quality,LevelOfGrip3,LevelOfGrip3 Quality,FreezeTemp3,FreezeTemp3 Quality,CloudState3,CloudState3 Quality,GroundTemp3,GroundTemp3 Quality,DepthTemp3,DepthTemp3 Quality,WaterThickness3,WaterThickness3 Quality,AlarmStatus3,AlarmStatus3 Quality,WaterLayer3,WaterLayer3 Quality,IceLayer3,IceLayer3 Quality,SnowLayer3,SnowLayer3 Quality,ChemicalAmount3,ChemicalAmount3 Quality,DeicingConcentration3,DeicingConcentration3 Quality,WetMinutes3,WetMinutes3 Quality,Conductivity3,Conductivity3 Quality,SurfaceSignal3,SurfaceSignal3 Quality,BlackIceFrequency3,BlackIceFrequency3 Quality,LiquidusFreezeingTemperature3,LiquidusFreezeingTemperature3 Quality,RoadSurfaceTemp4,RoadSurfaceTemp4 Quality,RoadSurfaceState4,RoadSurfaceState4 Quality,LevelOfGrip4,LevelOfGrip4 Quality,FreezeTemp4,FreezeTemp4 Quality,CloudState4,CloudState4 Quality,GroundTemp4,GroundTemp4 Quality,DepthTemp4,DepthTemp4 Quality,WaterThickness4,WaterThickness4 Quality,AlarmStatus4,AlarmStatus4 Quality,WaterLayer4,WaterLayer4 Quality,IceLayer4,IceLayer4 Quality,SnowLayer4,SnowLayer4 Quality,ChemicalAmount4,ChemicalAmount4 Quality,DeicingConcentration4,DeicingConcentration4 Quality,WetMinutes4,WetMinutes4 Quality,Conductivity4,Conductivity4 Quality,SurfaceSignal4,SurfaceSignal4 Quality,BlackIceFrequency4,BlackIceFrequency4 Quality,LiquidusFreezeingTemperature4,LiquidusFreezeingTemperature4 Quality,HardwareStatus-RemoteSurfaceSensor,HardwareStatus-RemoteSurfaceSensor Quality,RelayState,RelayState Quality,BatteryVoltage,BatteryVoltage Quality,HardwareStatus-ESS,HardwareStatus-ESS Quality,VisibilitySensorStatus,VisibilitySensorStatus Quality,
14/02/2017 09:30:00,14/02/2017 09:37:49,10,10,0,NothingObstructingHorizontalVisibility,Good,2.1,Good,1.2,Good,94,Good,8.28,Good,137,Good,12.24,Good,186,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,4.3,Good,Trace,NotPerformed,,,-1.4,Good,ClearNotRaining,NotPerformed,2.9,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,345.1,Good,,,2.5,NotPerformed,6.7,NotPerformed,108,NotPerformed,-1.4,Good,3.1,Good,Trace,NotPerformed,,,-1.3,Good,ClearNotRaining,NotPerformed,2,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,24.4,Good,,,4.2,NotPerformed,2.5,NotPerformed,110,NotPerformed,-0.9,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 09:20:00,14/02/2017 09:27:50,10,10,0,NothingObstructingHorizontalVisibility,Good,2,Good,1.2,Good,94,Good,7.56,Good,138,Good,12.96,Good,316,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,3.9,Good,Trace,NotPerformed,,,-1.5,Good,ClearNotRaining,NotPerformed,2.8,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,344,Good,,,2.7,NotPerformed,6.4,NotPerformed,108,NotPerformed,-1.4,Good,2.8,Good,WetAndTreated,NotPerformed,,,-1.3,Good,ClearNotRaining,NotPerformed,1.9,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,10.4,Good,,,4.3,NotPerformed,2.4,NotPerformed,110,NotPerformed,-0.6,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 09:10:00,14/02/2017 09:17:53,10,10,0,NothingObstructingHorizontalVisibility,Good,1.8,Good,1.1,Good,95,Good,9,Good,143,Good,14.04,Good,178,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,3.6,Good,Trace,NotPerformed,,,-1.5,Good,ClearNotRaining,NotPerformed,2.7,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,343.2,Good,,,3.2,NotPerformed,5.9,NotPerformed,108,NotPerformed,-1.5,Good,2.5,Good,WetAndTreated,NotPerformed,,,-1.3,Good,ClearNotRaining,NotPerformed,1.8,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,9.3,Good,,,4.5,NotPerformed,2.1,NotPerformed,110,NotPerformed,-0.5,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 09:00:00,14/02/2017 09:07:50,10,10,0,NothingObstructingHorizontalVisibility,Good,1.7,Good,1,Good,95,Good,6.12,Good,131,Good,12.24,Good,195,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,3.3,Good,Trace,NotPerformed,,,-1.5,Good,CloudyNotRaining,NotPerformed,2.6,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,342.2,Good,,,3.5,NotPerformed,5.5,NotPerformed,108,NotPerformed,-1.5,Good,2.3,Good,WetAndTreated,NotPerformed,,,-1.4,Good,ClearNotRaining,NotPerformed,1.7,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,11.7,Good,,,4.7,NotPerformed,2,NotPerformed,110,NotPerformed,-0.6,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:50:00,14/02/2017 08:57:46,10,10,0,NothingObstructingHorizontalVisibility,Good,1.6,Good,1,Good,95,Good,7.2,Good,136,Good,12.24,Good,243,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,3,Good,Trace,NotPerformed,,,-1.5,Good,CloudyNotRaining,NotPerformed,2.5,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,341.4,Good,,,3.8,NotPerformed,5.1,NotPerformed,108,NotPerformed,-1.5,Good,2,Good,WetAndTreated,NotPerformed,,,-1.4,Good,ClearNotRaining,NotPerformed,1.6,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,14.9,Good,,,4.6,NotPerformed,2,NotPerformed,110,NotPerformed,-0.8,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:40:00,14/02/2017 08:57:43,10,10,0,NothingObstructingHorizontalVisibility,Good,1.6,Good,0.9,Good,95,Good,7.2,Good,157,Good,13.32,Good,205,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,2.7,Good,Trace,NotPerformed,,,-1.5,Good,CloudyNotRaining,NotPerformed,2.4,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,340.5,Good,,,4,NotPerformed,4.9,NotPerformed,108,NotPerformed,-1.5,Good,1.6,Good,Trace,NotPerformed,,,-1.4,Good,CloudyNotRaining,NotPerformed,1.5,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,32.2,Good,,,4.6,NotPerformed,2,NotPerformed,110,NotPerformed,-1.1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:30:00,14/02/2017 08:37:43,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.9,Good,95,Good,7.92,Good,154,Good,14.04,Good,210,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,2.4,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.3,Good,2.6,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,339.8,Good,,,4.1,NotPerformed,4.7,NotPerformed,108,NotPerformed,-1.5,Good,1.3,Good,Trace,NotPerformed,,,-1.4,Good,CloudyNotRaining,NotPerformed,1.4,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,27.6,Good,,,4.5,NotPerformed,2.1,NotPerformed,110,NotPerformed,-1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:20:00,14/02/2017 08:27:47,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.8,Good,95,Good,7.92,Good,154,Good,15.12,Good,209,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,2.3,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.3,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,339.4,Good,,,4.3,NotPerformed,4.5,NotPerformed,108,NotPerformed,-1.5,Good,1.1,Good,Trace,NotPerformed,,,-1.3,Good,CloudyNotRaining,NotPerformed,1.4,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,32.2,Good,,,4.3,NotPerformed,2.2,NotPerformed,110,NotPerformed,-1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:10:00,14/02/2017 08:27:44,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.8,Good,95,Good,9.72,Good,145,Good,14.4,Good,184,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.9,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.3,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,338.3,Good,,,4.4,NotPerformed,4.4,NotPerformed,108,NotPerformed,-1.6,Good,0.8,Good,Trace,NotPerformed,,,-1.1,Good,CloudyNotRaining,NotPerformed,1.3,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,22,Good,,,4.2,NotPerformed,2.3,NotPerformed,110,NotPerformed,-0.8,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 08:00:00,14/02/2017 08:07:43,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.7,Good,95,Good,10.8,Good,140,Good,15.12,Good,178,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.8,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.2,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,338,Good,,,4.4,NotPerformed,4.3,NotPerformed,108,NotPerformed,-1.6,Good,0.6,Good,Trace,NotPerformed,,,-1.1,Good,CloudyNotRaining,NotPerformed,1.3,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,19.1,Good,,,4.2,NotPerformed,2.3,NotPerformed,110,NotPerformed,-0.8,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:50:00,14/02/2017 07:57:45,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.8,Good,95,Good,11.88,Good,138,Good,16.92,Good,174,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.7,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.3,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,337.7,Good,,,4.4,NotPerformed,4.2,NotPerformed,108,NotPerformed,-1.6,Good,0.5,Good,Trace,NotPerformed,,,-1.1,Good,CloudyNotRaining,NotPerformed,1.3,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,16.8,Good,,,4.1,NotPerformed,2.4,NotPerformed,110,NotPerformed,-0.7,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:40:00,14/02/2017 07:47:47,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.7,Good,95,Good,11.88,Good,138,Good,16.56,Good,176,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.4,Good,Trace,NotPerformed,,,-1.6,Good,CloudyNotRaining,NotPerformed,2.3,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,337,Good,,,4.4,NotPerformed,4.2,NotPerformed,110,NotPerformed,-1.6,Good,0.5,Good,Trace,NotPerformed,,,-1.1,Good,CloudyNotRaining,NotPerformed,1.3,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,14,Good,,,4.2,NotPerformed,2.5,NotPerformed,110,NotPerformed,-0.7,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:30:00,14/02/2017 07:37:44,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.8,Good,95,Good,11.52,Good,143,Good,17.28,Good,189,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.7,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.2,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,338,Good,,,4.5,NotPerformed,4.2,NotPerformed,108,NotPerformed,-1.6,Good,0.5,Good,WetAndTreated,NotPerformed,,,-0.9,Good,CloudyNotRaining,NotPerformed,1.2,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,9.4,Good,,,4.1,NotPerformed,2.6,NotPerformed,110,NotPerformed,-0.5,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:20:00,14/02/2017 07:27:43,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.9,Good,95,Good,11.52,Good,141,Good,15.84,Good,176,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.6,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.2,Good,2.7,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,337.7,Good,,,4.4,NotPerformed,4.2,NotPerformed,108,NotPerformed,-1.6,Good,0.5,Good,Trace,NotPerformed,,,-1,Good,CloudyNotRaining,NotPerformed,1.2,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,13.2,Good,,,4.1,NotPerformed,2.8,NotPerformed,110,NotPerformed,-0.6,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:10:00,14/02/2017 07:17:44,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.9,Good,96,Good,10.8,Good,143,Good,17.28,Good,181,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.7,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.2,Good,2.8,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,337.7,Good,,,4.5,NotPerformed,4.1,NotPerformed,108,NotPerformed,-1.6,Good,0.5,Good,Trace,NotPerformed,,,-0.9,Good,CloudyNotRaining,NotPerformed,1.2,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0003,Good,9.3,Good,,,4,NotPerformed,2.9,NotPerformed,110,NotPerformed,-0.5,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 07:00:00,14/02/2017 07:07:52,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.9,Good,96,Good,11.52,Good,143,Good,16.2,Good,185,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.6,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.2,Good,2.8,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,337.5,Good,,,4.5,NotPerformed,4,NotPerformed,108,NotPerformed,-1.6,Good,0.4,Good,WetAndTreated,NotPerformed,,,-0.7,Good,CloudyNotRaining,NotPerformed,1.1,Good,,,0,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,5.6,Good,,,3.8,NotPerformed,3.1,NotPerformed,110,NotPerformed,-0.3,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 06:50:00,14/02/2017 06:57:44,10,10,0,NothingObstructingHorizontalVisibility,Good,1.5,Good,0.9,Good,96,Good,11.88,Good,143,Good,17.28,Good,184,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.5,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.1,Good,2.8,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,337.2,Good,,,4.5,NotPerformed,3.9,NotPerformed,110,NotPerformed,-1.6,Good,0.2,Good,WetAndTreated,NotPerformed,,,-0.6,Good,CloudyNotRaining,NotPerformed,1.1,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,4,Good,,,3.6,NotPerformed,3.3,NotPerformed,110,NotPerformed,-0.2,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 06:40:00,14/02/2017 06:47:46,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.9,Good,96,Good,11.52,Good,144,Good,16.56,Good,179,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.3,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.1,Good,2.8,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,336.7,Good,,,4.6,NotPerformed,3.7,NotPerformed,110,NotPerformed,-1.6,Good,0.1,Good,WetAndTreated,NotPerformed,,,-0.5,Good,CloudyNotRaining,NotPerformed,1,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,3.5,Good,,,3.4,NotPerformed,3.4,NotPerformed,110,NotPerformed,-0.2,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 06:30:00,14/02/2017 06:37:43,10,10,0,NothingObstructingHorizontalVisibility,Good,1.3,Good,0.7,Good,96,Good,12.6,Good,143,Good,17.28,Good,178,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.2,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.1,Good,2.9,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,312.8,Good,,,4.6,NotPerformed,3.6,NotPerformed,110,NotPerformed,-1.6,Good,-0.1,Good,WetAndTreated,NotPerformed,,,-0.4,Good,CloudyNotRaining,NotPerformed,1,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,2.9,Good,,,3.1,NotPerformed,3.6,NotPerformed,110,NotPerformed,-0.2,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 06:20:00,14/02/2017 06:27:44,10,10,0,NothingObstructingHorizontalVisibility,Good,1.3,Good,0.7,Good,96,Good,12.6,Good,140,Good,19.8,Good,185,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.3,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.1,Good,2.9,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0005,Good,255,Good,,,4.6,NotPerformed,3.6,NotPerformed,110,NotPerformed,-1.6,Good,-0.4,Good,Trace,NotPerformed,,,-0.5,Good,CloudyNotRaining,NotPerformed,1,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,2.6,Good,,,2.9,NotPerformed,3.7,NotPerformed,110,NotPerformed,-0.1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
14/02/2017 06:10:00,14/02/2017 06:17:46,10,10,0,NothingObstructingHorizontalVisibility,Good,1.4,Good,0.8,Good,96,Good,12.24,Good,141,Good,16.92,Good,174,Good,NoPrecipitation,Good,2000,Good,0,Good,0,Good,,,0,Good,,,,,Off,NotPerformed,,,1.2,Good,Trace,NotPerformed,,,-1.7,Good,CloudyNotRaining,NotPerformed,2.1,Good,3,Good,0,Good,NoWarning,NotPerformed,,,,,,,0.0004,Good,149.3,Good,,,4.6,NotPerformed,3.7,NotPerformed,110,NotPerformed,-1.5,Good,-0.5,Good,Trace,NotPerformed,,,-0.5,Good,CloudyNotRaining,NotPerformed,1,Good,,,0.0001,Good,NoWarning,NotPerformed,,,,,,,0.0002,Good,2.2,Good,,,3,NotPerformed,3.6,NotPerformed,110,NotPerformed,-0.1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllOk,NotPerformed,VisibilityOkHardwareOk,NotPerformed,
